transaction_id,date,amount,category,merchant,payment_method,account_type,transaction_type,description
T-687,2025-01-02 14:40:08.881401,5.0,Healthcare,Pharmacy,Bank Transfer,Investment,Deposit,Population want serve international modern important.
T-590,2025-01-02 14:40:08.881401,5.0,Entertainment,Spotify,Debit Card,Investment,Withdrawal,Party this few edge style report health feeling.
T-64,2025-01-03 14:40:08.881401,33.89,Subscriptions,Gym Membership,Credit Card,Savings,Withdrawal,Yet term rise mission view stuff miss suffer.
T-657,2025-01-03 14:40:08.881401,81.69,Shopping,Best Buy,Bank Transfer,Investment,Transfer,Smile community play.
T-284,2025-01-04 14:40:08.881401,96.97,Healthcare,Pharmacy,Cash,Investment,Deposit,Style go business himself wife ask work improve.
T-53,2025-01-05 14:40:08.881401,2838.98,Other,Miscellaneous,Cash,Savings,Deposit,Yes spring firm nothing hope travel.
T-827,2025-01-05 14:40:08.881401,154.9,Utilities,Electric Co,Debit Card,Savings,Payment,Manager specific foreign four worry I first.
T-271,2025-01-05 14:40:08.881401,24.75,Shopping,Best Buy,Credit Card,Investment,Payment,Key policy fill possible event bill pull test.
T-210,2025-01-05 14:40:08.881401,123.75,Groceries,Walmart,Bank Transfer,Investment,Transfer,Network stock face usually.
T-574,2025-01-05 14:40:08.881401,9.18,Entertainment,Spotify,Bank Transfer,Savings,Payment,Well recent white yet whose material.
T-193,2025-01-05 14:40:08.881401,39.56,Dining,Starbucks,Cash,Savings,Payment,Everybody stock detail ready like talk those must.
T-573,2025-01-06 14:40:08.881401,10.72,Dining,Starbucks,Debit Card,Savings,Transfer,Thank prevent follow perhaps box station dark.
T-1106,2025-01-06 14:40:08.881401,200.74,Healthcare,Clinic,Cash,Savings,Withdrawal,Never major water more believe history cut.
T-421,2025-01-06 14:40:08.881401,79.57,Travel,Delta,Bank Transfer,Savings,Deposit,Occur store especially money born.
T-370,2025-01-06 14:40:08.881401,21.4,Dining,Starbucks,Cash,Investment,Deposit,Soon reduce represent.
T-537,2025-01-07 14:40:08.881401,2825.42,Travel,Uber,Debit Card,Savings,Payment,Subject knowledge concern call week lose this.
T-57,2025-01-07 14:40:08.881401,30.07,Dining,Local Cafe,Bank Transfer,Savings,Payment,Move company fish collection.
T-1056,2025-01-07 14:40:08.881401,203.16,Shopping,Target,Cash,Investment,Transfer,Modern region war I sit.
T-297,2025-01-07 14:40:08.881401,5.0,Subscriptions,Amazon Prime,Cash,Checking,Transfer,Add safe contain boy bag treatment.
T-415,2025-01-07 14:40:08.881401,1319.14,Rent/Mortgage,Mortgage Bank,Debit Card,Savings,Deposit,Computer reach conference food bank knowledge contain.
T-185,2025-01-07 14:40:08.881401,1563.26,Rent/Mortgage,Landlord,Mobile Payment,Checking,Deposit,Window century film situation recently.
T-809,2025-01-08 14:40:08.881401,29.32,Groceries,Whole Foods,Bank Transfer,Investment,Transfer,Despite either discover property instead.
T-1031,2025-01-08 14:40:08.881401,101.35,Shopping,Target,Debit Card,Savings,Deposit,Argue situation involve too food.
T-293,2025-01-08 14:40:08.881401,144.4,Utilities,Gas Utility,Bank Transfer,Savings,Deposit,May also possible difficult use anything factor on.
T-712,2025-01-09 14:40:08.881401,19.32,Dining,Chipotle,Mobile Payment,Checking,Transfer,I attorney final six heart require nearly.
T-1053,2025-01-10 14:40:08.881401,25.48,Dining,McDonald's,Bank Transfer,Checking,Withdrawal,Tree everyone near bring or certain.
T-616,2025-01-10 14:40:08.881401,21.96,Dining,Chipotle,Credit Card,Checking,Deposit,Check bad someone as.
T-151,2025-01-11 14:40:08.881401,46.4,Healthcare,Dental Care,Mobile Payment,Savings,Withdrawal,Listen knowledge all.
T-876,2025-01-11 14:40:08.881401,19.32,Subscriptions,Gym Membership,Cash,Savings,Payment,Author look hold blue.
T-20,2025-01-11 14:40:08.881401,33.7,Subscriptions,Amazon Prime,Bank Transfer,Investment,Payment,Technology image health practice stay certainly probably.
T-321,2025-01-12 14:40:08.881401,18.5,Subscriptions,Apple Music,Cash,Checking,Withdrawal,Science cultural least show draw game model.
T-1099,2025-01-12 14:40:08.881401,14.62,Entertainment,AMC Theatres,Cash,Investment,Withdrawal,Over open think before season tax significant.
T-357,2025-01-12 14:40:08.881401,123.4,Shopping,Mall Store,Credit Card,Checking,Payment,Officer year deep money.
T-474,2025-01-12 14:40:08.881401,162.51,Travel,Uber,Bank Transfer,Investment,Deposit,Particularly perform watch bit first.
T-805,2025-01-13 14:40:08.881401,10.86,Entertainment,AMC Theatres,Mobile Payment,Checking,Transfer,Pay class risk best.
T-459,2025-01-13 14:40:08.881401,34.91,Groceries,Trader Joe's,Credit Card,Savings,Deposit,Dream real try better take important treatment situation.
T-374,2025-01-13 14:40:08.881401,3061.37,Other,Miscellaneous,Credit Card,Savings,Payment,Drop prepare various husband decide exactly condition.
T-518,2025-01-13 14:40:08.881401,160.08,Healthcare,Clinic,Mobile Payment,Savings,Transfer,Lay unit collection drug land impact likely.
T-695,2025-01-14 14:40:08.881401,220.64,Travel,Uber,Cash,Checking,Payment,Scene network grow water how.
T-184,2025-01-14 14:40:08.881401,5.0,Travel,Delta,Cash,Investment,Withdrawal,Middle we difference.
T-594,2025-01-14 14:40:08.881401,5.0,Travel,Airbnb,Bank Transfer,Investment,Withdrawal,Change building mission technology.
T-752,2025-01-14 14:40:08.881401,202.55,Shopping,Mall Store,Cash,Investment,Payment,Son everything kind the.
T-305,2025-01-14 14:40:08.881401,78.06,Groceries,Trader Joe's,Credit Card,Investment,Transfer,Even dream crime need.
T-597,2025-01-14 14:40:08.881401,18.45,Entertainment,Netflix,Mobile Payment,Savings,Deposit,Program pick ok marriage move but.
T-814,2025-01-14 14:40:08.881401,19.61,Entertainment,Spotify,Credit Card,Checking,Deposit,Remember subject space understand say very ever.
T-904,2025-01-14 14:40:08.881401,31.27,Entertainment,Concert Hall,Bank Transfer,Checking,Deposit,Resource level shake look human then central.
T-835,2025-01-15 14:40:08.881401,112.76,Groceries,Whole Foods,Credit Card,Checking,Transfer,Job yard because Mr.
T-229,2025-01-15 14:40:08.881401,194.6,Utilities,Gas Utility,Cash,Savings,Deposit,Project cost computer official week person morning true.
T-11,2025-01-15 14:40:08.881401,4398.46,Other,Miscellaneous,Bank Transfer,Investment,Deposit,Film clear mother also itself attention.
T-116,2025-01-15 14:40:08.881401,4325.81,Other,Miscellaneous,Mobile Payment,Savings,Transfer,Town actually blue partner moment explain five.
T-513,2025-01-15 14:40:08.881401,75.98,Healthcare,Pharmacy,Credit Card,Investment,Withdrawal,City rate science total.
T-258,2025-01-15 14:40:08.881401,66.35,Travel,Uber,Credit Card,Savings,Transfer,Ten another technology main sense.
T-79,2025-01-16 14:40:08.881401,223.81,Travel,Uber,Cash,Investment,Withdrawal,Agreement Democrat offer not country.
T-160,2025-01-16 14:40:08.881401,1900.91,Rent/Mortgage,Landlord,Credit Card,Checking,Transfer,Second realize choose two total.
T-1118,2025-01-16 14:40:08.881401,36.52,Subscriptions,Gym Membership,Mobile Payment,Investment,Transfer,Me pass weight offer.
T-1006,2025-01-16 14:40:08.881401,30.41,Dining,Local Cafe,Debit Card,Savings,Payment,Young growth small may good usually care develop.
T-365,2025-01-16 14:40:08.881401,19.17,Entertainment,Concert Hall,Mobile Payment,Checking,Deposit,Herself pick end newspaper air very go.
T-893,2025-01-17 14:40:08.881401,799.99,Rent/Mortgage,Landlord,Mobile Payment,Investment,Payment,Your simply with huge interview speak.
T-1131,2025-01-17 14:40:08.881401,70.74,Shopping,Target,Credit Card,Investment,Transfer,Way address bring mission point with.
T-938,2025-01-17 14:40:08.881401,17.41,Entertainment,Netflix,Debit Card,Savings,Withdrawal,Check strategy student technology whom training.
T-34,2025-01-17 14:40:08.881401,134.99,Healthcare,Clinic,Credit Card,Savings,Withdrawal,Rock customer white probably political enjoy require.
T-255,2025-01-18 14:40:08.881401,27.26,Subscriptions,Gym Membership,Bank Transfer,Checking,Transfer,Gas baby later actually.
T-119,2025-01-18 14:40:08.881401,10.6,Entertainment,AMC Theatres,Mobile Payment,Savings,Transfer,Sell force reason decide.
T-648,2025-01-18 14:40:08.881401,84.29,Healthcare,Clinic,Credit Card,Investment,Deposit,Administration shake operation term.
T-41,2025-01-18 14:40:08.881401,7.2,Subscriptions,Amazon Prime,Cash,Savings,Payment,Item whatever same collection.
T-43,2025-01-18 14:40:08.881401,23.38,Entertainment,Netflix,Debit Card,Investment,Deposit,Pick difficult check involve store low sell.
T-299,2025-01-19 14:40:08.881401,1402.85,Rent/Mortgage,Mortgage Bank,Bank Transfer,Checking,Deposit,As smile else energy or quite.
T-1088,2025-01-19 14:40:08.881401,15.22,Subscriptions,Amazon Prime,Credit Card,Investment,Withdrawal,Age there rather wife number air.
T-429,2025-01-19 14:40:08.881401,98.79,Groceries,Costco,Credit Card,Savings,Payment,Difficult control window goal direction guess.
T-1059,2025-01-20 14:40:08.881401,144.5,Groceries,Costco,Mobile Payment,Savings,Deposit,Other skin beautiful evening skill manage hundred.
T-291,2025-01-20 14:40:08.881401,302.64,Shopping,Target,Debit Card,Savings,Payment,Art development candidate nice short get behavior local.
T-93,2025-01-20 14:40:08.881401,127.06,Utilities,Gas Utility,Debit Card,Checking,Withdrawal,Sit growth spend four.
T-775,2025-01-20 14:40:08.881401,1798.06,Rent/Mortgage,Landlord,Cash,Checking,Deposit,Behavior quite building apply wait.
T-572,2025-01-21 14:40:08.881401,85.98,Travel,Hilton,Mobile Payment,Investment,Deposit,Explain factor animal sell world table middle reflect.
T-359,2025-01-21 14:40:08.881401,175.9,Travel,Airbnb,Cash,Checking,Transfer,Spend return system however face.
T-446,2025-01-21 14:40:08.881401,1974.41,Other,Miscellaneous,Bank Transfer,Investment,Payment,Peace decade drive.
T-894,2025-01-21 14:40:08.881401,41.27,Entertainment,Concert Hall,Debit Card,Investment,Transfer,Tax idea economic factor matter here lead.
T-612,2025-01-22 14:40:08.881401,117.44,Healthcare,Pharmacy,Credit Card,Savings,Deposit,Whatever medical go pay.
T-659,2025-01-22 14:40:08.881401,90.37,Utilities,Gas Utility,Debit Card,Savings,Payment,Summer field different trouble.
T-690,2025-01-23 14:40:08.881401,125.13,Utilities,Gas Utility,Cash,Savings,Deposit,Tree science day town room.
T-579,2025-01-23 14:40:08.881401,27.66,Subscriptions,Gym Membership,Bank Transfer,Investment,Transfer,Help small clearly training increase.
T-725,2025-01-23 14:40:08.881401,1664.81,Rent/Mortgage,Mortgage Bank,Credit Card,Checking,Transfer,Owner drug city treat simply else question.
T-756,2025-01-24 14:40:08.881401,15.94,Subscriptions,Amazon Prime,Cash,Investment,Payment,It near matter read.
T-1080,2025-01-24 14:40:08.881401,139.33,Groceries,Trader Joe's,Credit Card,Investment,Transfer,Amount southern instead cell seven student.
T-733,2025-01-25 14:40:08.881401,3993.61,Other,Miscellaneous,Mobile Payment,Investment,Withdrawal,Fact avoid job old cell less single minute.
R-6,2025-01-25 14:40:08.881401,1453.14,Rent/Mortgage,Landlord,Bank Transfer,Checking,Payment,Monthly rent/mortgage payment
T-1145,2025-01-25 14:40:08.881401,40.58,Dining,Starbucks,Bank Transfer,Savings,Deposit,Approach save environmental traditional.
T-194,2025-01-25 14:40:08.881401,189.39,Shopping,Target,Bank Transfer,Savings,Deposit,A everybody among whether mention.
T-206,2025-01-25 14:40:08.881401,2234.36,Rent/Mortgage,Mortgage Bank,Mobile Payment,Checking,Transfer,Work machine Mr less.
T-101,2025-01-26 14:40:08.881401,31.05,Dining,Starbucks,Bank Transfer,Checking,Withdrawal,Toward year kid officer raise crime.
T-855,2025-01-26 14:40:08.881401,110.02,Healthcare,Clinic,Mobile Payment,Checking,Withdrawal,Walk from get employee debate sport.
T-853,2025-01-26 14:40:08.881401,176.15,Healthcare,Pharmacy,Credit Card,Savings,Deposit,Save ahead Democrat impact yes.
T-561,2025-01-27 14:40:08.881401,35.68,Entertainment,Netflix,Cash,Checking,Transfer,Book figure citizen.
T-252,2025-01-27 14:40:08.881401,90.74,Healthcare,Dental Care,Mobile Payment,Savings,Deposit,Close me role hold this own teacher home.
T-623,2025-01-27 14:40:08.881401,110.94,Utilities,Electric Co,Credit Card,Investment,Payment,Miss free serious affect dark wife.
T-272,2025-01-27 14:40:08.881401,98.58,Groceries,Whole Foods,Credit Card,Savings,Transfer,Later turn land quickly economic.
S-Amazon Prime-6,2025-01-27 14:40:08.881401,14.15,Subscriptions,Amazon Prime,Mobile Payment,Checking,Payment,Monthly subscription: Amazon Prime
T-1096,2025-01-27 14:40:08.881401,79.41,Utilities,Water Works,Debit Card,Checking,Transfer,Me million push east item customer radio.
T-683,2025-01-28 14:40:08.881401,1488.08,Rent/Mortgage,Mortgage Bank,Credit Card,Checking,Transfer,How defense something.
T-618,2025-01-29 14:40:08.881401,100.37,Travel,Delta,Mobile Payment,Investment,Transfer,Design chance pull whom a language staff.
T-197,2025-01-29 14:40:08.881401,5.0,Entertainment,Netflix,Bank Transfer,Savings,Deposit,Card evening health challenge course news board class.
T-447,2025-01-29 14:40:08.881401,22.95,Entertainment,Concert Hall,Mobile Payment,Savings,Withdrawal,Indicate plant budget brother from.
S-Netflix-6,2025-01-29 14:40:08.881401,16.84,Subscriptions,Netflix,Cash,Checking,Payment,Monthly subscription: Netflix
T-767,2025-01-29 14:40:08.881401,5.0,Entertainment,Spotify,Debit Card,Savings,Transfer,Black energy meet impact organization glass ground.
T-682,2025-01-30 14:40:08.881401,101.54,Shopping,Mall Store,Cash,Checking,Payment,Officer sign plant of wide without.
S-Gym Membership-6,2025-01-30 14:40:08.881401,3.29,Subscriptions,Gym Membership,Debit Card,Checking,Payment,Monthly subscription: Gym Membership
T-496,2025-01-30 14:40:08.881401,91.76,Healthcare,Dental Care,Cash,Savings,Withdrawal,Bag record nation threat.
T-1032,2025-01-30 14:40:08.881401,31.31,Dining,Local Cafe,Bank Transfer,Checking,Withdrawal,Bill price six mother protect media huge.
T-749,2025-01-30 14:40:08.881401,10.82,Subscriptions,Amazon Prime,Mobile Payment,Checking,Payment,Every event compare husband.
T-162,2025-01-30 14:40:08.881401,5.47,Groceries,Trader Joe's,Bank Transfer,Investment,Deposit,Avoid play face check few every agreement.
T-422,2025-01-31 14:40:08.881401,20.05,Dining,McDonald's,Mobile Payment,Checking,Withdrawal,Real major room impact experience.
T-1136,2025-01-31 14:40:08.881401,5.0,Subscriptions,Apple Music,Credit Card,Checking,Withdrawal,Office floor image four.
T-766,2025-02-01 14:40:08.881401,57.68,Shopping,Amazon,Cash,Investment,Deposit,Poor think individual black specific young.
T-2,2025-02-01 14:40:08.881401,91.07,Travel,Airbnb,Bank Transfer,Savings,Transfer,Ball difficult summer study already occur.
T-1044,2025-02-01 14:40:08.881401,292.91,Travel,Uber,Bank Transfer,Savings,Withdrawal,Father ok because hit exactly join data.
T-159,2025-02-02 14:40:08.881401,27.91,Subscriptions,Apple Music,Credit Card,Savings,Deposit,Decision per pass popular almost example.
T-49,2025-02-02 14:40:08.881401,145.07,Utilities,Water Works,Cash,Savings,Withdrawal,Election level news western director nearly behind.
T-676,2025-02-02 14:40:08.881401,126.61,Groceries,Trader Joe's,Debit Card,Investment,Withdrawal,Perform last expect exist none.
T-153,2025-02-03 14:40:08.881401,3490.77,Other,Miscellaneous,Bank Transfer,Savings,Payment,Apply feeling evidence major.
T-38,2025-02-04 14:40:08.881401,339.88,Other,Miscellaneous,Mobile Payment,Checking,Transfer,Early service about.
T-253,2025-02-04 14:40:08.881401,11.62,Entertainment,Concert Hall,Cash,Investment,Transfer,Crime want point food.
T-593,2025-02-04 14:40:08.881401,42.32,Groceries,Costco,Debit Card,Investment,Payment,This suffer happy maybe able give also hot.
T-188,2025-02-05 14:40:08.881401,116.61,Utilities,Water Works,Mobile Payment,Checking,Transfer,Out manage simple majority size this beyond prevent.
T-135,2025-02-05 14:40:08.881401,29.38,Subscriptions,Apple Music,Credit Card,Savings,Deposit,Suddenly eye future second very mean.
T-127,2025-02-05 14:40:08.881401,17.74,Groceries,Costco,Credit Card,Checking,Transfer,If eight sell simply appear trade.
T-555,2025-02-05 14:40:08.881401,107.04,Healthcare,Clinic,Cash,Checking,Transfer,Pressure listen billion deep challenge former fill.
T-256,2025-02-06 14:40:08.881401,132.01,Healthcare,Clinic,Credit Card,Investment,Deposit,Tree add anyone.
T-237,2025-02-06 14:40:08.881401,45.34,Shopping,Target,Mobile Payment,Checking,Withdrawal,Cold customer process first.
T-915,2025-02-06 14:40:08.881401,82.19,Healthcare,Pharmacy,Debit Card,Savings,Transfer,Animal house state national compare design.
T-812,2025-02-07 14:40:08.881401,5.0,Dining,McDonald's,Credit Card,Checking,Deposit,Society hair particular top wide task miss win.
T-208,2025-02-08 14:40:08.881401,7.01,Entertainment,Concert Hall,Debit Card,Checking,Transfer,See so list.
T-638,2025-02-08 14:40:08.881401,103.35,Healthcare,Clinic,Debit Card,Investment,Deposit,Share matter car seem.
T-343,2025-02-08 14:40:08.881401,1301.45,Rent/Mortgage,Landlord,Cash,Investment,Payment,Common cup hot gun answer.
T-799,2025-02-08 14:40:08.881401,21.06,Travel,Hilton,Debit Card,Investment,Transfer,Capital energy true wish election.
T-759,2025-02-08 14:40:08.881401,71.12,Healthcare,Dental Care,Cash,Savings,Transfer,Crime maybe alone.
T-264,2025-02-09 14:40:08.881401,14.4,Entertainment,Spotify,Credit Card,Investment,Deposit,Media role event feel.
T-768,2025-02-09 14:40:08.881401,75.06,Utilities,Electric Co,Mobile Payment,Savings,Withdrawal,Beyond effort game agent car.
T-1016,2025-02-09 14:40:08.881401,22.96,Dining,Chipotle,Cash,Investment,Deposit,Then response stuff tax race.
T-295,2025-02-09 14:40:08.881401,186.79,Travel,Airbnb,Mobile Payment,Checking,Payment,Box edge financial necessary simple similar.
T-174,2025-02-09 14:40:08.881401,5.0,Entertainment,Concert Hall,Mobile Payment,Savings,Deposit,What billion real interesting sure voice collection.
T-149,2025-02-10 14:40:08.881401,8.6,Entertainment,AMC Theatres,Credit Card,Checking,Payment,That show live wrong painting.
T-94,2025-02-10 14:40:08.881401,121.67,Groceries,Whole Foods,Cash,Checking,Transfer,Student meet improve fight type industry sense there.
T-301,2025-02-10 14:40:08.881401,28.55,Shopping,Best Buy,Debit Card,Savings,Payment,Reality teacher stuff subject bar matter.
T-393,2025-02-11 14:40:08.881401,2613.87,Other,Miscellaneous,Cash,Checking,Payment,Home only every buy understand service.
T-743,2025-02-11 14:40:08.881401,3984.03,Other,Miscellaneous,Bank Transfer,Investment,Deposit,Determine many sound coach business line.
T-360,2025-02-12 14:40:08.881401,125.1,Utilities,Water Works,Bank Transfer,Savings,Deposit,Study direction surface media then.
T-560,2025-02-12 14:40:08.881401,130.86,Healthcare,Dental Care,Mobile Payment,Investment,Transfer,Science certain surface realize.
T-1026,2025-02-13 14:40:08.881401,5.0,Entertainment,Netflix,Mobile Payment,Savings,Payment,Total blood phone age conference thing pretty detail.
T-1029,2025-02-13 14:40:08.881401,32.08,Dining,Chipotle,Debit Card,Savings,Withdrawal,Suddenly dream environment while.
T-1075,2025-02-14 14:40:08.881401,5.0,Entertainment,Spotify,Debit Card,Savings,Payment,Commercial difficult present above agree television kitchen.
T-642,2025-02-15 14:40:08.881401,3482.96,Other,Miscellaneous,Cash,Checking,Transfer,Guy bad rise message shoulder.
T-643,2025-02-15 14:40:08.881401,1837.58,Rent/Mortgage,Mortgage Bank,Credit Card,Investment,Withdrawal,In start heavy interview partner.
T-117,2025-02-15 14:40:08.881401,117.73,Utilities,Electric Co,Credit Card,Checking,Payment,Minute support black production rest page.
T-785,2025-02-16 14:40:08.881401,76.97,Healthcare,Clinic,Mobile Payment,Savings,Deposit,Against treatment once late another open.
T-99,2025-02-16 14:40:08.881401,187.93,Travel,Delta,Debit Card,Investment,Payment,Heavy site hit front development difference.
T-644,2025-02-17 14:40:08.881401,24.18,Entertainment,Netflix,Debit Card,Savings,Payment,Third seat especially performance painting music way TV.
T-215,2025-02-17 14:40:08.881401,7.95,Subscriptions,Gym Membership,Cash,Checking,Payment,Ten yes least job identify.
T-364,2025-02-17 14:40:08.881401,64.09,Groceries,Whole Foods,Credit Card,Checking,Payment,Woman truth woman lead.
T-482,2025-02-17 14:40:08.881401,5.31,Entertainment,Concert Hall,Cash,Investment,Payment,Style let care station today fish.
T-273,2025-02-18 14:40:08.881401,1322.6,Travel,Hilton,Mobile Payment,Investment,Transfer,Among artist nor physical together statement agency.
T-398,2025-02-18 14:40:08.881401,1236.97,Other,Miscellaneous,Mobile Payment,Savings,Payment,Follow else accept three four especially.
T-1138,2025-02-18 14:40:08.881401,1413.63,Rent/Mortgage,Landlord,Cash,Checking,Withdrawal,Break order strategy official.
T-670,2025-02-19 14:40:08.881401,177.34,Travel,Hilton,Mobile Payment,Checking,Deposit,Couple continue job.
T-503,2025-02-19 14:40:08.881401,131.34,Utilities,Gas Utility,Credit Card,Checking,Transfer,Beat drive tax current official stock where.
T-711,2025-02-19 14:40:08.881401,57.97,Groceries,Walmart,Bank Transfer,Investment,Deposit,Feel protect join citizen.
T-645,2025-02-19 14:40:08.881401,1037.7,Travel,Hilton,Debit Card,Investment,Withdrawal,Relationship way build.
T-249,2025-02-20 14:40:08.881401,86.26,Groceries,Costco,Cash,Savings,Deposit,Health mouth pressure goal.
T-977,2025-02-20 14:40:08.881401,5.0,Dining,Starbucks,Bank Transfer,Savings,Transfer,Have thing mother forward individual owner safe.
T-591,2025-02-20 14:40:08.881401,104.33,Utilities,Gas Utility,Credit Card,Savings,Transfer,Here leave account drive human away.
T-424,2025-02-21 14:40:08.881401,1969.85,Rent/Mortgage,Mortgage Bank,Debit Card,Investment,Deposit,Pull answer bed machine anyone.
T-375,2025-02-21 14:40:08.881401,33.93,Dining,McDonald's,Debit Card,Checking,Withdrawal,Why become continue difficult artist room focus.
T-890,2025-02-22 14:40:08.881401,145.89,Utilities,Water Works,Debit Card,Checking,Transfer,Really reflect happen.
T-103,2025-02-23 14:40:08.881401,1756.01,Rent/Mortgage,Landlord,Bank Transfer,Savings,Deposit,Although production new talk author south.
T-413,2025-02-23 14:40:08.881401,90.24,Travel,Delta,Debit Card,Checking,Transfer,Smile evidence financial religious various despite character.
T-824,2025-02-23 14:40:08.881401,54.44,Shopping,Mall Store,Bank Transfer,Savings,Deposit,Administration any support feeling.
T-520,2025-02-23 14:40:08.881401,52.99,Groceries,Costco,Bank Transfer,Investment,Payment,You purpose top center entire a Mrs.
T-114,2025-02-23 14:40:08.881401,29.18,Shopping,Target,Bank Transfer,Checking,Deposit,Left official ground sit important practice.
T-437,2025-02-24 14:40:08.881401,89.15,Groceries,Trader Joe's,Cash,Checking,Deposit,Central either face record Republican.
T-999,2025-02-24 14:40:08.881401,3253.8,Other,Miscellaneous,Bank Transfer,Checking,Deposit,Real like itself.
T-289,2025-02-24 14:40:08.881401,2584.4,Other,Miscellaneous,Credit Card,Investment,Deposit,Recent again most network safe.
T-689,2025-02-24 14:40:08.881401,177.34,Shopping,Amazon,Cash,Checking,Withdrawal,Specific individual wind law blood only.
S-Amazon Prime-7,2025-02-24 14:40:08.881401,23.02,Subscriptions,Amazon Prime,Debit Card,Checking,Payment,Monthly subscription: Amazon Prime
R-7,2025-02-24 14:40:08.881401,1700.73,Rent/Mortgage,Mortgage Bank,Bank Transfer,Checking,Payment,Monthly rent/mortgage payment
T-309,2025-02-24 14:40:08.881401,94.94,Travel,Hilton,Bank Transfer,Investment,Transfer,North loss lay father article machine happy cultural.
T-410,2025-02-25 14:40:08.881401,9.85,Entertainment,Spotify,Credit Card,Investment,Withdrawal,Card two usually moment.
S-Netflix-7,2025-02-25 14:40:08.881401,15.33,Subscriptions,Netflix,Debit Card,Checking,Payment,Monthly subscription: Netflix
T-311,2025-02-25 14:40:08.881401,5.0,Entertainment,Netflix,Bank Transfer,Investment,Deposit,Represent church focus hot service human perform city.
T-23,2025-02-25 14:40:08.881401,5.0,Subscriptions,Gym Membership,Bank Transfer,Investment,Payment,College worry impact goal above hot fact.
T-67,2025-02-25 14:40:08.881401,69.05,Shopping,Target,Debit Card,Savings,Deposit,Service able what include simple hair stage own.
T-603,2025-02-26 14:40:08.881401,35.09,Healthcare,Clinic,Debit Card,Investment,Transfer,Suffer mean behavior talk establish image.
T-48,2025-02-26 14:40:08.881401,20.93,Subscriptions,Amazon Prime,Bank Transfer,Investment,Deposit,Art out poor military these western.
T-506,2025-02-26 14:40:08.881401,5.0,Shopping,Best Buy,Credit Card,Investment,Withdrawal,Increase sit enter every other assume.
T-929,2025-02-27 14:40:08.881401,1948.16,Rent/Mortgage,Mortgage Bank,Bank Transfer,Investment,Transfer,Close everyone central interesting us.
T-230,2025-02-27 14:40:08.881401,89.45,Shopping,Best Buy,Credit Card,Checking,Deposit,Marriage play never official newspaper.
T-1048,2025-02-27 14:40:08.881401,23.27,Subscriptions,Gym Membership,Mobile Payment,Savings,Transfer,Writer question future better base increase just.
T-1107,2025-02-28 14:40:08.881401,4735.98,Other,Miscellaneous,Mobile Payment,Investment,Deposit,North small some scene win prepare.
T-28,2025-02-28 14:40:08.881401,154.44,Shopping,Mall Store,Debit Card,Checking,Deposit,Forward something main.
T-1012,2025-02-28 14:40:08.881401,136.69,Travel,Airbnb,Cash,Checking,Transfer,Charge firm such ahead before time fire.
T-773,2025-02-28 14:40:08.881401,1260.17,Other,Miscellaneous,Debit Card,Savings,Deposit,Answer yard foreign suddenly house interesting.
S-Gym Membership-7,2025-03-01 14:40:08.881401,9.71,Subscriptions,Gym Membership,Mobile Payment,Checking,Payment,Monthly subscription: Gym Membership
T-121,2025-03-01 14:40:08.881401,116.28,Groceries,Costco,Cash,Investment,Withdrawal,Work Congress near Mr cultural.
T-63,2025-03-01 14:40:08.881401,220.6,Shopping,Amazon,Mobile Payment,Checking,Payment,Line food reduce great.
T-694,2025-03-02 14:40:08.881401,13.83,Entertainment,AMC Theatres,Debit Card,Investment,Transfer,Million picture right machine that artist phone eight.
T-340,2025-03-03 14:40:08.881401,58.76,Healthcare,Pharmacy,Credit Card,Investment,Payment,Think word situation today there cultural.
T-891,2025-03-03 14:40:08.881401,26.93,Entertainment,Netflix,Mobile Payment,Investment,Deposit,Turn window happen national wonder.
T-965,2025-03-04 14:40:08.881401,132.96,Groceries,Whole Foods,Bank Transfer,Checking,Withdrawal,Great better political detail.
T-202,2025-03-05 14:40:08.881401,15.14,Entertainment,Netflix,Cash,Checking,Deposit,Floor soldier sit fire painting.
T-979,2025-03-05 14:40:08.881401,1453.31,Other,Miscellaneous,Credit Card,Investment,Payment,Enter game sign among way.
T-1103,2025-03-05 14:40:08.881401,148.78,Shopping,Best Buy,Mobile Payment,Checking,Payment,Accept after break particular.
T-464,2025-03-05 14:40:08.881401,7.98,Subscriptions,Gym Membership,Debit Card,Investment,Transfer,Explain environmental hit heart store.
T-967,2025-03-06 14:40:08.881401,212.61,Healthcare,Pharmacy,Credit Card,Investment,Withdrawal,Throw student city everything leader foot mind.
T-1133,2025-03-06 14:40:08.881401,18.95,Subscriptions,Gym Membership,Mobile Payment,Savings,Withdrawal,Trade career test show environment fund nor thousand.
T-455,2025-03-06 14:40:08.881401,211.82,Shopping,Amazon,Bank Transfer,Checking,Withdrawal,Husband life heavy design to.
T-155,2025-03-06 14:40:08.881401,197.71,Travel,Hilton,Bank Transfer,Checking,Withdrawal,Never realize yet watch clearly per assume.
T-800,2025-03-06 14:40:08.881401,13.58,Entertainment,Netflix,Bank Transfer,Checking,Withdrawal,Until term movie tough.
T-350,2025-03-07 14:40:08.881401,939.84,Other,Miscellaneous,Bank Transfer,Checking,Payment,Long player large so any base system someone.
T-569,2025-03-07 14:40:08.881401,1000.94,Travel,Uber,Debit Card,Checking,Withdrawal,Or number because receive town.
